Level	System	Item	Count
4	70 Ophiuchi	ithalium paste	0.06
4	70 Ophiuchi	Neuros personal media player	0.02
4	70 Ophiuchi	digital wrist computer	0.05
4	70 Ophiuchi	neuranase	0.10
4	70 Ophiuchi	mark V howitzer	0.02
4	70 Ophiuchi	Nova-50 reactor	0.03
4	70 Ophiuchi	150NX reactor	0.02
4	70 Ophiuchi	xenotite fuel rod	0.89
4	70 Ophiuchi	hadron-vacuum fuel cell	0.10
4	70 Ophiuchi	Mammoth 25MW deflector	0.11
4	70 Ophiuchi	light Tharsis plate	0.08
4	70 Ophiuchi	Ares micronuke	1.39
5	Acheron	Heliotrope fuel cylinder	3.78
5	Acheron	Luminous armature	0.02
5	Acheron	Luminous blast shield	0.01
5	Acheron	Luminous ion shield	0.01
5	Acheron	light titanium armor	0.05
5	Acheron	heavy reactive armor	0.04
5	Acheron	reactive armor	0.06
5	Acheron	Duralloy armor	0.27
5	Acheron	plasteel armor	0.80
5	Acheron	carbide carapace	0.12
5	Acheron	heavy plasteel armor	0.86
5	Acheron	laser cannon	0.01
5	Acheron	particle beam weapon	0.17
5	Acheron	NAMI missile launcher	0.01
5	Acheron	KM100 Longbow missile	10.15
5	Acheron	dual recoilless cannon	0.01
5	Acheron	XM300 Reaper missile	1.56
5	Acheron	KM500 Stiletto missile	6.60
5	Acheron	x-ray laser cannon	0.04
5	Acheron	330M mule auton	0.03
5	Acheron	XM900 Lucifer missile	2.52
5	Acheron	calligraphy scroll	0.02
5	Acheron	promethium crystal	0.01
5	Acheron	310A aegis auton	0.02
5	Acheron	heavy ceramic armor	0.03
5	Acheron	kiloton cannon shell	0.61
5	Acheron	patch spider	0.01
5	Acheron	Scramble1.5 algorithm cube	0.07
5	Acheron	Heisenmachines quantum CPU	0.06
5	Acheron	titanium ore	0.10
5	Acheron	hydrocarbons	1.57
5	Acheron	water ice	5.49
5	Acheron	frozen supplies	2.07
5	Acheron	plasteel ore	0.22
5	Acheron	spool of carbon fiber	0.06
5	Acheron	Duralloy ore	0.27
5	Acheron	medical supplies	1.05
5	Acheron	pteracnium ore	3.77
5	Acheron	uranium rod	0.05
5	Acheron	biofactor paste	0.03
5	Acheron	roll of hyperfiber	0.30
5	Acheron	gold ore	0.12
5	Acheron	platinum ore	0.08
5	Acheron	human organ	0.02
5	Acheron	Microsaur™	0.03
5	Acheron	class III deflector	0.03
5	Acheron	plasma shield generator	0.01
5	Acheron	helium³ fuel rod	29.02
5	Acheron	mining laser	0.02
5	Acheron	ablative armor coating	0.03
5	Acheron	degenerating nanos	0.05
5	Acheron	organic acid	0.11
5	Acheron	reactive armor coating	0.03
5	Acheron	reflective armor coating	0.03
5	Acheron	repairing nanos	0.05
5	Acheron	armor repair paste	0.20
5	Acheron	defective visual display ROM	0.04
5	Acheron	system map ROM	0.05
5	Acheron	Titan 440 fusion drive	0.07
5	Acheron	photo-organic armor	0.01
5	Acheron	polymesh armor	0.05
5	Acheron	Tempus syrette	6.44
5	Acheron	bootleg Star Wars 3DV	0.16
5	Acheron	Martian nori	5.23
5	Acheron	laudanum ampule	3.06
5	Acheron	black market identification chip	0.03
5	Acheron	fragmentation missile	7.28
5	Acheron	targeting program ROM	0.04
5	Acheron	light plasteel armor	0.18
5	Acheron	Rasiermesser SmartCannon	0.02
5	Acheron	SmartCannon round	7.92
5	Acheron	Bolide laser blaster	0.04
5	Acheron	DK10 Arbalest cannon	0.01
5	Acheron	heavy titanium armor	0.01
5	Acheron	turbolaser cannon	0.01
5	Acheron	dual particle beam weapon	0.07
5	Acheron	Dragonfly missile system	0.03
5	Acheron	Dragonfly missile cartridge	29.29
5	Acheron	Flenser relativistic cannon	0.02
5	Acheron	polyceramic armor	0.14
5	Acheron	Tevlar-composite armor	0.38
5	Acheron	small armor patch	0.04
5	Acheron	large armor patch	0.23
5	Acheron	MAG launcher	0.03
5	Acheron	400 Hexagene MAG	4.39
5	Acheron	600 Hexagene MAG	8.16
5	Acheron	800F Hexagene MAG	33.84
5	Acheron	ZG24 Cluster MAG	11.32
5	Acheron	3K Siege MAG	0.22
5	Acheron	dual turbolaser cannon	0.03
5	Acheron	dual Flenser cannon	0.03
5	Acheron	EMP cannon	0.03
5	Acheron	actinide waste cannon	0.01
5	Acheron	cargo hold expansion	0.01
5	Acheron	advanced reactive armor	0.17
5	Acheron	hardened plasteel armor	0.22
5	Acheron	solar armor	0.06
5	Acheron	superconducting coil	12.25
5	Acheron	smuggler's cargo hold	0.03
5	Acheron	heavy recoilless cannon	0.02
5	Acheron	Stimuzine muscle-enhancers	0.01
5	Acheron	cask of Venusian Hellas rum	0.04
5	Acheron	frozen beef cylinders	0.11
5	Acheron	Kennebec Salmonite	0.25
5	Acheron	grade A grains	0.12
5	Acheron	Martian Merlot	0.02
5	Acheron	frozen synthetic chicken	0.02
5	Acheron	Eridani mineral water	0.10
5	Acheron	photocotton	0.04
5	Acheron	frozen megathere meat	0.16
5	Acheron	neolinen business suit	0.03
5	Acheron	palladium ore	0.13
5	Acheron	Segway antigrav platform	0.01
5	Acheron	Centauri rice	0.26
5	Acheron	Kobe spring water	0.12
5	Acheron	silk	0.06
5	Acheron	California Cabernet Sauvignon	0.09
5	Acheron	Terran eggs	0.10
5	Acheron	dried Europan ice moss	0.01
5	Acheron	tailored silk suit	0.03
5	Acheron	Misato sake	0.36
5	Acheron	Exile Starport Champagne	0.07
5	Acheron	Hennessy cognac	0.11
5	Acheron	frozen natural ham	0.22
5	Acheron	longzhu sphere	0.22
5	Acheron	Qianlong archcannon	0.01
5	Acheron	Humagen heart and lungs prosthesis	0.04
5	Acheron	natural periweed	0.12
5	Acheron	genuine leather boots	0.07
5	Acheron	Rowena's Weapons and Armor: Volume I	0.01
5	Acheron	Rowena's Weapons and Armor: Volume II	0.05
5	Acheron	Rowena's Weapons and Armor: Volume III	0.01
5	Acheron	titanium barricade	0.07
5	Acheron	quad titanium barricade	0.14
5	Acheron	helium³ reactor assembly	11.86
5	Acheron	pteracnium fuel rod	1.27
5	Acheron	weapon enhancement ROM	0.02
5	Acheron	Katana star cannon	0.19
5	Acheron	TK10 Trident cannon	0.01
5	Acheron	hull plate ionizer	0.01
5	Acheron	fast-fire laser cannon	0.01
5	Acheron	AK15 Partisan cannon	0.03
5	Acheron	laser cannon array	0.01
5	Acheron	slam cannon	0.14
5	Acheron	heavy water	0.38
5	Acheron	decon gel	0.09
5	Acheron	radioactive waste	1.52
5	Acheron	blast plate	0.74
5	Acheron	Akan 30 cannon	0.04
5	Acheron	Akan 30 cannon shell cartridge	19.36
5	Acheron	hardened reactive armor	0.33
5	Acheron	fusion trigger	0.52
5	Acheron	Commonwealth military identification chip	0.01
5	Acheron	Commonwealth Medal of Distinction	0.01
5	Acheron	Commonwealth Medal of Honor	0.01
5	Acheron	lancer cannon	0.10
5	Acheron	mark I howitzer	0.12
5	Acheron	Yoroi S100 shield generator	0.18
5	Acheron	Yoroi S500 shield generator	0.16
5	Acheron	Yoroi MX shield generator	0.08
5	Acheron	Gusoku armor	0.72
5	Acheron	sunflare cannon	0.04
5	Acheron	monopole deflector screen	0.01
5	Acheron	Shuriken neutron blaster	0.13
5	Acheron	Nandao bolt cannon	0.12
5	Acheron	Nandao bolt cartridge	68.14
5	Acheron	Akan 600 turret	0.01
5	Acheron	Hanzo blaster	0.02
5	Acheron	mark III howitzer	0.11
5	Acheron	TeV 9 blaster	0.05
5	Acheron	light meteorsteel	0.03
5	Acheron	heavy meteorsteel	0.11
5	Acheron	ICX missile defense turret	0.12
5	Acheron	worldship armor plate	0.05
5	Acheron	gem of contrition	0.04
5	Acheron	P120 Hexphase armor	0.04
5	Acheron	1M/i battle auton	0.05
5	Acheron	transpace jumpdrive	0.01
5	Acheron	omnidirectional particle cannon	0.14
5	Acheron	AutoSentinel®	0.14
5	Acheron	300D defender auton	0.01
5	Acheron	1M battle auton	0.03
5	Acheron	blue cash card	0.01
5	Acheron	defective auton	0.09
5	Acheron	hypermycin	0.02
5	Acheron	artificial plasma	0.73
5	Acheron	rejuv tank fluid	0.10
5	Acheron	gem of despair	0.01
5	Acheron	optical knowledge array	0.16
5	Acheron	plasma torch	0.01
5	Acheron	R1 deflector	0.02
5	Acheron	R5 deflector	0.03
5	Acheron	PK25 Morning Star cannon	0.01
5	Acheron	helium regolith	0.09
5	Acheron	xenotite ore	5.79
5	Acheron	chronimium gas	3.03
5	Acheron	vessel of boson condensate	0.03
5	Acheron	Booster	2.76
5	Acheron	gram of unlicensed cancer dust	1.75
5	Acheron	Nova-100 reactor	0.04
5	Acheron	defective weapon enhancement ROM	0.01
5	Acheron	death cube	0.02
5	Acheron	thermo cannon shell cartridge	3.03
5	Acheron	omnidirectional turbolaser cannon	0.01
5	Acheron	omnidirectional TeV 9 blaster	0.02
5	Acheron	heavy slam cannon	0.12
5	Acheron	Makayev launcher	0.22
5	Acheron	White Strelka missile	22.13
5	Acheron	Green Strelka missile	14.57
5	Acheron	Red Strelka missile	4.15
5	Acheron	Akan 30 ammunition box	0.03
5	Acheron	White Strelka ammunition box	0.14
5	Acheron	Cluster MAG ammunition box	0.23
5	Acheron	thermo cannon ammunition box	0.05
5	Acheron	contaminated ammunition box	0.05
5	Acheron	booby-trapped ammunition box	0.03
5	Acheron	ion flame cannon	0.04
5	Acheron	tritium cannon	0.03
5	Acheron	NAMI mine launcher	0.03
5	Acheron	CRM100 Fatboy mine	2.52
5	Acheron	CRM500 Running Man mine	0.20
5	Acheron	advanced plasteel armor	0.12
5	Acheron	light orthosteel armor	0.09
5	Acheron	orthosteel armor	0.05
5	Acheron	ceralloy armor	0.76
5	Acheron	heavy ceralloy armor	0.25
5	Acheron	advanced ceralloy armor	0.25
5	Acheron	light blast plate	0.66
5	Acheron	heavy blast plate	0.04
5	Acheron	light ithalium armor	0.02
5	Acheron	ceralloy ore	0.11
5	Acheron	orthosteel ore	0.20
5	Acheron	ithalium ore	0.08
5	Acheron	Nephren P25 shield generator	0.07
5	Acheron	Nephren B700 shield generator	0.02
5	Acheron	Taikon-10 deflector	0.02
5	Acheron	green etherium field crystal	0.07
5	Acheron	blue etherium field crystal	0.01
5	Acheron	decayed etherium field crystal	0.03
5	Acheron	molbidium field crystal	0.12
5	Acheron	ShieldPower v3.1.8 algorithm cube	0.11
5	Acheron	ShieldPower v1.0 algorithm cube	0.05
5	Acheron	ShieldEfficiency v1.2.5 algorithm cube	0.03
5	Acheron	particle resistance coating	0.04
5	Acheron	anti-radiation coating	0.04
5	Acheron	monopole dust	0.12
5	Acheron	ion resistance coating	0.32
5	Acheron	meteorsteel dust	0.21
5	Acheron	dyon dust	0.08
5	Acheron	jinn-khan	0.21
5	Acheron	Icelandic salmon	0.03
5	Acheron	cyanavir	0.01
5	Acheron	Neuros personal media player	0.01
5	Acheron	Ringer spice	0.01
5	Acheron	cryofrozen prime beef	0.14
5	Acheron	digital wrist computer	0.05
5	Acheron	neuranase	0.22
5	Acheron	mark V howitzer	0.02
5	Acheron	Nova-50 reactor	0.03
5	Acheron	150NX reactor	0.03
5	Acheron	xenotite fuel rod	0.72
5	Acheron	Mammoth 25MW deflector	0.09
5	Acheron	Mammoth 50MW deflector	0.05
5	Acheron	military map ROM	0.02
5	Acheron	Ares Campaign Ribbon	0.01
5	Acheron	light Tharsis plate	0.06
5	Acheron	heavy Tharsis plate	0.04
5	Acheron	Ares micronuke	2.79
9	Aelenax	Heliotrope fuel cylinder	0.12
9	Aelenax	Luminous 7ame algorithm	0.06
9	Aelenax	Luminous 5care algorithm	0.69
9	Aelenax	Luminous armature	0.23
9	Aelenax	ion blaster	0.18
9	Aelenax	Luminous particle shield	0.01
9	Aelenax	Luminous blast shield	0.01
9	Aelenax	Luminous thermo shield	0.01
9	Aelenax	Gaian demolition cannon	0.01
9	Aelenax	light titanium armor	0.01
9	Aelenax	heavy reactive armor	0.04
9	Aelenax	reactive armor	0.05
9	Aelenax	Duralloy armor	0.17
9	Aelenax	plasteel armor	0.02
9	Aelenax	stealth armor	0.03
9	Aelenax	carbide carapace	0.07
9	Aelenax	transuranic armor	0.08
9	Aelenax	NAMI missile launcher	0.02
9	Aelenax	KM100 Longbow missile	0.98
9	Aelenax	dual laser cannon	0.01
9	Aelenax	KM500 Stiletto missile	1.05
9	Aelenax	plasma cannon	0.12
9	Aelenax	XM900 Lucifer missile	0.51
9	Aelenax	promethium crystal	0.07
9	Aelenax	heavy ceramic armor	0.04
9	Aelenax	kiloton cannon shell	10.31
9	Aelenax	kiloton cannon	0.16
9	Aelenax	Penitent cannon	0.01
9	Aelenax	Scramble1.5 algorithm cube	0.25
9	Aelenax	Heisenmachines quantum CPU	0.01
9	Aelenax	hydrocarbons	0.31
9	Aelenax	water ice	0.37
9	Aelenax	frozen supplies	0.03
9	Aelenax	Duralloy ore	0.67
9	Aelenax	medical supplies	0.13
9	Aelenax	pteracnium ore	0.41
9	Aelenax	biofactor paste	0.04
9	Aelenax	roll of hyperfiber	0.09
9	Aelenax	gold ore	0.14
9	Aelenax	platinum ore	0.36
9	Aelenax	human organ	0.16
9	Aelenax	Microsaur™	0.08
9	Aelenax	neutronium ore	1.43
9	Aelenax	class II deflector	0.01
9	Aelenax	plasma shield generator	0.15
9	Aelenax	Trenton field generator	0.04
9	Aelenax	helium³ fuel rod	5.26
9	Aelenax	carbon-weaver nanos	0.11
9	Aelenax	organic acid	0.03
9	Aelenax	reflective armor coating	0.02
9	Aelenax	repairing nanos	0.07
9	Aelenax	defective visual display ROM	0.01
9	Aelenax	shield enhancement ROM	0.02
9	Aelenax	Titan 440 fusion drive	0.06
9	Aelenax	pteracnium megadrive	0.05
9	Aelenax	diamond lattice armor	0.12
9	Aelenax	polymesh armor	0.05
9	Aelenax	fragmentation missile	0.63
9	Aelenax	targeting program ROM	0.01
9	Aelenax	light plasteel armor	0.03
9	Aelenax	Rasiermesser SmartCannon	0.01
9	Aelenax	SmartCannon round	2.15
9	Aelenax	Bolide laser blaster	0.01
9	Aelenax	cannon accelerator	0.01
9	Aelenax	heavy titanium armor	0.02
9	Aelenax	dual particle beam weapon	0.10
9	Aelenax	Dragonfly missile system	0.02
9	Aelenax	Dragonfly missile cartridge	1.63
9	Aelenax	small armor patch	0.02
9	Aelenax	large armor patch	0.07
9	Aelenax	MAG launcher	0.03
9	Aelenax	400 Hexagene MAG	4.15
9	Aelenax	600 Hexagene MAG	1.10
9	Aelenax	800F Hexagene MAG	0.95
9	Aelenax	ZG24 Cluster MAG	2.48
9	Aelenax	3K Siege MAG	0.82
9	Aelenax	high-flux MAG	0.65
9	Aelenax	dual turbolaser cannon	0.01
9	Aelenax	advanced reactive armor	0.02
9	Aelenax	hardened plasteel armor	0.04
9	Aelenax	solar armor	0.08
9	Aelenax	superconducting shield generator	0.01
9	Aelenax	superconducting coil	0.07
9	Aelenax	grade B grains	0.08
9	Aelenax	frozen synthetic chicken	0.09
9	Aelenax	Red Nebula beer	0.08
9	Aelenax	Eridani mineral water	0.06
9	Aelenax	Europan Ice vodka	0.09
9	Aelenax	frozen megathere meat	0.07
9	Aelenax	neolinen business suit	0.03
9	Aelenax	palladium ore	0.11
9	Aelenax	California Cabernet Sauvignon	0.11
9	Aelenax	Terran eggs	0.28
9	Aelenax	frozen Hogei salmon	0.05
9	Aelenax	dried Europan ice moss	1.08
9	Aelenax	tailored silk suit	0.01
9	Aelenax	Misato sake	0.06
9	Aelenax	frozen natural ham	0.07
9	Aelenax	longzhu sphere	0.08
9	Aelenax	Qianlong archcannon	0.02
9	Aelenax	Rowena's Weapons and Armor: Volume II	0.01
9	Aelenax	Rowena's Weapons and Armor: Volume III	0.24
9	Aelenax	quad titanium barricade	0.03
9	Aelenax	helium³ reactor assembly	16.54
9	Aelenax	pteracnium fuel rod	26.26
9	Aelenax	weapon enhancement ROM	0.01
9	Aelenax	Katana star cannon	0.25
9	Aelenax	hull plate ionizer	0.01
9	Aelenax	fast-fire laser cannon	0.02
9	Aelenax	laser cannon array	0.01
9	Aelenax	slam cannon	0.01
9	Aelenax	patcher arm	0.01
9	Aelenax	visual display enhancement ROM	0.01
9	Aelenax	blast plate	0.30
9	Aelenax	Akan 30 cannon	0.12
9	Aelenax	Akan 30 cannon shell cartridge	210.74
9	Aelenax	hardened reactive armor	0.03
9	Aelenax	DM600 missile rack	0.01
9	Aelenax	Commonwealth Medal of Honor	0.01
9	Aelenax	mark I howitzer	0.01
9	Aelenax	laser collimator	0.01
9	Aelenax	Yoroi S500 shield generator	0.06
9	Aelenax	Yoroi MX shield generator	0.11
9	Aelenax	Gusoku armor	0.36
9	Aelenax	monopole deflector screen	0.01
9	Aelenax	Nandao bolt cannon	0.06
9	Aelenax	Nandao bolt cartridge	7.23
9	Aelenax	Akan 600 turret	0.02
9	Aelenax	Hanzo blaster	0.08
9	Aelenax	mark III howitzer	0.05
9	Aelenax	TeV 9 blaster	0.05
9	Aelenax	heavy meteorsteel	0.01
9	Aelenax	ICX missile defense turret	0.01
9	Aelenax	gem of contrition	0.09
9	Aelenax	Rasiermesser launcher	0.07
9	Aelenax	Gotha-10 missile	11.34
9	Aelenax	Gotha-400 seeker	11.15
9	Aelenax	P120 Hexphase armor	0.18
9	Aelenax	P210 Hexphase armor	0.16
9	Aelenax	1M/i battle auton	0.02
9	Aelenax	transpace jumpdrive	0.06
9	Aelenax	AutoSentinel®	0.04
9	Aelenax	1M battle auton	0.01
9	Aelenax	gold cash card	0.01
9	Aelenax	platinum cash card	0.05
9	Aelenax	defective auton	0.03
9	Aelenax	hypermycin	0.18
9	Aelenax	artificial plasma	0.08
9	Aelenax	rejuv tank fluid	0.21
9	Aelenax	gem of despair	0.07
9	Aelenax	optical knowledge array	0.32
9	Aelenax	plasma torch	0.04
9	Aelenax	R5 deflector	0.04
9	Aelenax	helium regolith	0.04
9	Aelenax	xenotite ore	0.27
9	Aelenax	chronimium gas	0.40
9	Aelenax	vessel of boson condensate	1.61
9	Aelenax	quantum vacuum	0.97
9	Aelenax	hadron archeolith	0.35
9	Aelenax	Nova-25 reactor	0.01
9	Aelenax	SN2500 reactor	0.03
9	Aelenax	inertialess drive	0.07
9	Aelenax	dual TeV 9 blaster	0.16
9	Aelenax	ion disruptor	0.03
9	Aelenax	death cube	0.10
9	Aelenax	thermo cannon	0.16
9	Aelenax	thermo cannon shell cartridge	38.50
9	Aelenax	omnidirectional TeV 9 blaster	0.01
9	Aelenax	omnidirectional thermo cannon	0.02
9	Aelenax	omnidirectional ion blaster	0.05
9	Aelenax	White Strelka missile	1.76
9	Aelenax	Green Strelka missile	7.80
9	Aelenax	Red Strelka missile	11.29
9	Aelenax	Black Strelka missile	6.02
9	Aelenax	Cluster MAG ammunition box	0.30
9	Aelenax	thermo cannon ammunition box	0.28
9	Aelenax	Red Strelka ammunition box	0.11
9	Aelenax	contaminated ammunition box	0.01
9	Aelenax	Contraband ammunition box	0.06
9	Aelenax	booby-trapped ammunition box	0.12
9	Aelenax	Koshiba-500 reactor	0.05
9	Aelenax	Kytryn launcher	0.23
9	Aelenax	Kytryn plasma pod	0.10
9	Aelenax	ion flame cannon	0.16
9	Aelenax	heavy ion blaster	0.21
9	Aelenax	tritium cannon	0.17
9	Aelenax	advanced tritium cannon	0.14
9	Aelenax	Fusionfire howitzer	0.28
9	Aelenax	NAMI mine launcher	0.08
9	Aelenax	CRM100 Fatboy mine	5.07
9	Aelenax	CRM500 Running Man mine	2.25
9	Aelenax	advanced plasteel armor	0.14
9	Aelenax	light orthosteel armor	0.39
9	Aelenax	orthosteel armor	0.88
9	Aelenax	heavy orthosteel armor	0.29
9	Aelenax	heavy ceralloy armor	0.06
9	Aelenax	advanced ceralloy armor	0.52
9	Aelenax	quadrocarbide armor	0.87
9	Aelenax	hexacarbide armor	1.60
9	Aelenax	octocarbide armor	0.58
9	Aelenax	light blast plate	0.02
9	Aelenax	heavy blast plate	0.38
9	Aelenax	light ithalium armor	0.25
9	Aelenax	ithalium armor	0.09
9	Aelenax	heavy ithalium armor	0.03
9	Aelenax	ceralloy ore	0.37
9	Aelenax	orthosteel ore	2.15
9	Aelenax	ithalium ore	4.13
9	Aelenax	Nephren B700 shield generator	0.05
9	Aelenax	Nephren X1 shield generator	0.02
9	Aelenax	Invincible-class deflector	0.01
9	Aelenax	ion reflector	0.02
9	Aelenax	Taikon-10 deflector	0.34
9	Aelenax	Taikon-200 deflector	0.09
9	Aelenax	Jotun deflector	0.11
9	Aelenax	green etherium field crystal	0.03
9	Aelenax	yellow etherium field crystal	0.02
9	Aelenax	decayed etherium field crystal	0.06
9	Aelenax	molbidium field crystal	0.15
9	Aelenax	diamond field crystal	0.03
9	Aelenax	ShieldPower v3.1.8 algorithm cube	0.01
9	Aelenax	ShieldEfficiency v1.2.5 algorithm cube	0.15
9	Aelenax	particle resistance coating	0.02
9	Aelenax	monopole dust	0.03
9	Aelenax	ion resistance coating	0.21
9	Aelenax	meteorsteel dust	0.09
9	Aelenax	dyon dust	0.05
9	Aelenax	ithalium paste	0.40
9	Aelenax	orthosteel nanos	0.06
9	Aelenax	jinn-khan	1.21
9	Aelenax	Icelandic salmon	0.21
9	Aelenax	cyanavir	0.05
9	Aelenax	human cadaver	0.01
9	Aelenax	CDM archive	0.10
9	Aelenax	Neuros personal media player	0.14
9	Aelenax	Ringer spice	0.29
9	Aelenax	cryofrozen prime beef	0.87
9	Aelenax	portable autodoc	0.12
9	Aelenax	Bariani olive oil	0.80
9	Aelenax	tetramite ore	2.16
9	Aelenax	New Coke	1.00
9	Aelenax	crystalline uranium	0.02
9	Aelenax	precision ithalium watch	0.02
9	Aelenax	jasmine pearl tea	0.43
9	Aelenax	malachite crystal	0.13
9	Aelenax	Ringer ambrosia	0.14
9	Aelenax	hyperonic ore	0.56
9	Aelenax	etherium ore	0.24
9	Aelenax	Imperial caviar	0.40
9	Aelenax	cerusite crystal	0.07
9	Aelenax	neuranase	0.44
9	Aelenax	Kytryn blaster	0.15
9	Aelenax	TM7 multitarget cannon	0.32
9	Aelenax	TM7 warhead	23.87
9	Aelenax	IM90 multitarget blaster	0.10
9	Aelenax	mark V howitzer	0.12
9	Aelenax	xenotite fuel rod	1.56
9	Aelenax	hadron-vacuum fuel cell	8.68
9	Aelenax	Mammoth 25MW deflector	0.05
9	Aelenax	Mammoth 50MW deflector	0.10
9	Aelenax	Mammoth 100MW deflector	0.14
9	Aelenax	Ares Campaign Ribbon	0.06
9	Aelenax	Ares lightning cannon	0.15
9	Aelenax	light Tharsis plate	0.16
9	Aelenax	heavy Tharsis plate	0.31
9	Aelenax	Ares micronuke cannon	0.10
9	Aelenax	Ares micronuke	52.55
9	Aelenax	Ares archcannon	0.09
9	Aelenax	Ares Warhammer nuke	0.28
9	Aelenax	Iocrym veil	0.14
3	Al Maisan	Heliotrope fuel cylinder	1.04
3	Al Maisan	Abbasid thanogram	0.01
3	Al Maisan	light titanium armor	0.33
3	Al Maisan	heavy reactive armor	0.40
3	Al Maisan	reactive armor	0.30
3	Al Maisan	plasteel armor	0.34
3	Al Maisan	heavy plasteel armor	0.37
3	Al Maisan	laser cannon	0.44
3	Al Maisan	recoilless cannon	0.16
3	Al Maisan	particle beam weapon	0.03
3	Al Maisan	NAMI missile launcher	0.19
3	Al Maisan	KM100 Longbow missile	28.66
3	Al Maisan	dual laser cannon	0.17
3	Al Maisan	dual recoilless cannon	0.09
3	Al Maisan	XM300 Reaper missile	1.00
3	Al Maisan	KM500 Stiletto missile	1.84
3	Al Maisan	x-ray laser cannon	0.01
3	Al Maisan	330M mule auton	0.11
3	Al Maisan	XM900 Lucifer missile	0.20
3	Al Maisan	calligraphy scroll	0.01
3	Al Maisan	310A aegis auton	0.06
3	Al Maisan	heavy ceramic armor	0.90
3	Al Maisan	patch spider	0.01
3	Al Maisan	kiloton cannon	0.02
3	Al Maisan	titanium ore	1.21
3	Al Maisan	hydrocarbons	0.65
3	Al Maisan	water ice	3.11
3	Al Maisan	frozen supplies	0.55
3	Al Maisan	plasteel ore	0.17
3	Al Maisan	spool of carbon fiber	0.30
3	Al Maisan	Duralloy ore	1.67
3	Al Maisan	medical supplies	0.47
3	Al Maisan	pteracnium ore	0.33
3	Al Maisan	uranium rod	0.05
3	Al Maisan	biofactor paste	0.05
3	Al Maisan	roll of hyperfiber	0.12
3	Al Maisan	human organ	0.03
3	Al Maisan	omnidirectional laser cannon	0.17
3	Al Maisan	class I deflector	0.03
3	Al Maisan	class II deflector	0.04
3	Al Maisan	class III deflector	0.06
3	Al Maisan	helium³ fuel rod	43.72
3	Al Maisan	mining laser	0.02
3	Al Maisan	ablative armor coating	0.40
3	Al Maisan	carbon-weaver nanos	0.08
3	Al Maisan	degenerating nanos	0.06
3	Al Maisan	organic acid	0.07
3	Al Maisan	reactive armor coating	0.22
3	Al Maisan	reflective armor coating	0.02
3	Al Maisan	regenerating nanos	0.05
3	Al Maisan	repairing nanos	0.10
3	Al Maisan	armor repair paste	0.33
3	Al Maisan	defective visual display ROM	0.05
3	Al Maisan	shield enhancement ROM	0.02
3	Al Maisan	autopilot ROM	0.04
3	Al Maisan	system map ROM	0.08
3	Al Maisan	tritium propulsion upgrade	0.03
3	Al Maisan	ceramic armor	0.68
3	Al Maisan	polymesh armor	0.14
3	Al Maisan	Tempus syrette	2.57
3	Al Maisan	bootleg Star Wars 3DV	0.18
3	Al Maisan	Martian nori	2.88
3	Al Maisan	laudanum ampule	2.48
3	Al Maisan	black market identification chip	0.05
3	Al Maisan	titanium armor	0.17
3	Al Maisan	fragmentation missile	7.22
3	Al Maisan	targeting program ROM	0.05
3	Al Maisan	light plasteel armor	0.59
3	Al Maisan	Rasiermesser SmartCannon	0.26
3	Al Maisan	SmartCannon round	189.87
3	Al Maisan	Bolide laser blaster	0.07
3	Al Maisan	DK10 Arbalest cannon	0.18
3	Al Maisan	cannon accelerator	0.13
3	Al Maisan	heavy titanium armor	0.61
3	Al Maisan	turbolaser cannon	0.19
3	Al Maisan	Dragonfly missile system	0.01
3	Al Maisan	Dragonfly missile cartridge	14.39
3	Al Maisan	XMH armor	0.14
3	Al Maisan	Solon shield generator	0.06
3	Al Maisan	Flenser relativistic cannon	0.15
3	Al Maisan	polyceramic armor	1.97
3	Al Maisan	Tevlar-composite armor	0.90
3	Al Maisan	small armor patch	0.04
3	Al Maisan	large armor patch	0.23
3	Al Maisan	MAG launcher	0.28
3	Al Maisan	400 Hexagene MAG	129.05
3	Al Maisan	600 Hexagene MAG	105.83
3	Al Maisan	800F Hexagene MAG	64.16
3	Al Maisan	ZG24 Cluster MAG	1.02
3	Al Maisan	dual turbolaser cannon	0.01
3	Al Maisan	dual Flenser cannon	0.03
